Country,Year,PIB,Code
Czech Republic,1971,,CZE
Czech Republic,1972,,CZE
Czech Republic,1973,,CZE
Czech Republic,1974,,CZE
Czech Republic,1975,,CZE
Czech Republic,1976,,CZE
Czech Republic,1977,,CZE
Czech Republic,1978,,CZE
Czech Republic,1979,,CZE
Czech Republic,1980,,CZE
Czech Republic,1981,,CZE
Czech Republic,1982,,CZE
Czech Republic,1983,,CZE
Czech Republic,1984,,CZE
Czech Republic,1985,,CZE
Czech Republic,1986,,CZE
Czech Republic,1987,,CZE
Czech Republic,1988,,CZE
Czech Republic,1989,,CZE
Czech Republic,1990,91706,CZE
Czech Republic,1991,81054,CZE
Czech Republic,1992,80644,CZE
Czech Republic,1993,80694,CZE
Czech Republic,1994,82485,CZE
Czech Republic,1995,87382,CZE
Czech Republic,1996,91017,CZE
Czech Republic,1997,90355,CZE
Czech Republic,1998,89566,CZE
Czech Republic,1999,90727,CZE
Czech Republic,2000,94029,CZE
Czech Republic,2001,96475,CZE
Czech Republic,2002,98187,CZE
Czech Republic,2003,101729,CZE
Czech Republic,2004,106318,CZE
Czech Republic,2005,113016,CZE
Czech Republic,2006,120701,CZE
Czech Republic,2007,128064,CZE
Czech Republic,2008,131522,CZE
Slovakia,1820,,SVK
Slovakia,1821,,SVK
Slovakia,1822,,SVK
Slovakia,1823,,SVK
Slovakia,1824,,SVK
Slovakia,1825,,SVK
Slovakia,1826,,SVK
Slovakia,1827,,SVK
Slovakia,1828,,SVK
Slovakia,1829,,SVK
Slovakia,1830,,SVK
Slovakia,1831,,SVK
Slovakia,1832,,SVK
Slovakia,1833,,SVK
Slovakia,1834,,SVK
Slovakia,1835,,SVK
Slovakia,1836,,SVK
Slovakia,1837,,SVK
Slovakia,1838,,SVK
Slovakia,1839,,SVK
Slovakia,1840,,SVK
Slovakia,1841,,SVK
Slovakia,1842,,SVK
Slovakia,1843,,SVK
Slovakia,1844,,SVK
Slovakia,1845,,SVK
Slovakia,1846,,SVK
Slovakia,1847,,SVK
Slovakia,1848,,SVK
Slovakia,1849,,SVK
Slovakia,1850,,SVK
Slovakia,1851,,SVK
Slovakia,1852,,SVK
Slovakia,1853,,SVK
Slovakia,1854,,SVK
Slovakia,1855,,SVK
Slovakia,1856,,SVK
Slovakia,1857,,SVK
Slovakia,1858,,SVK
Slovakia,1859,,SVK
Slovakia,1860,,SVK
Slovakia,1861,,SVK
Slovakia,1862,,SVK
Slovakia,1863,,SVK
Slovakia,1864,,SVK
Slovakia,1865,,SVK
Slovakia,1866,,SVK
Slovakia,1867,,SVK
Slovakia,1868,,SVK
Slovakia,1869,,SVK
Slovakia,1870,,SVK
Slovakia,1871,,SVK
Slovakia,1872,,SVK
Slovakia,1873,,SVK
Slovakia,1874,,SVK
Slovakia,1875,,SVK
Slovakia,1876,,SVK
Slovakia,1877,,SVK
Slovakia,1878,,SVK
Slovakia,1879,,SVK
Slovakia,1880,,SVK
Slovakia,1881,,SVK
Slovakia,1882,,SVK
Slovakia,1883,,SVK
Slovakia,1884,,SVK
Slovakia,1885,,SVK
Slovakia,1886,,SVK
Slovakia,1887,,SVK
Slovakia,1888,,SVK
Slovakia,1889,,SVK
Slovakia,1890,,SVK
Slovakia,1891,,SVK
Slovakia,1892,,SVK
Slovakia,1893,,SVK
Slovakia,1894,,SVK
Slovakia,1895,,SVK
Slovakia,1896,,SVK
Slovakia,1897,,SVK
Slovakia,1898,,SVK
Slovakia,1899,,SVK
Slovakia,1900,,SVK
Slovakia,1901,,SVK
Slovakia,1902,,SVK
Slovakia,1903,,SVK
Slovakia,1904,,SVK
Slovakia,1905,,SVK
Slovakia,1906,,SVK
Slovakia,1907,,SVK
Slovakia,1908,,SVK
Slovakia,1909,,SVK
Slovakia,1910,,SVK
Slovakia,1911,,SVK
Slovakia,1912,,SVK
Slovakia,1913,,SVK
Slovakia,1914,,SVK
Slovakia,1915,,SVK
Slovakia,1916,,SVK
Slovakia,1917,,SVK
Slovakia,1918,,SVK
Slovakia,1919,,SVK
Slovakia,1920,,SVK
Slovakia,1921,,SVK
Slovakia,1922,,SVK
Slovakia,1923,,SVK
Slovakia,1924,,SVK
Slovakia,1925,,SVK
Slovakia,1926,,SVK
Slovakia,1927,,SVK
Slovakia,1928,,SVK
Slovakia,1929,,SVK
Slovakia,1930,,SVK
Slovakia,1931,,SVK
Slovakia,1932,,SVK
Slovakia,1933,,SVK
Slovakia,1934,,SVK
Slovakia,1935,,SVK
Slovakia,1936,,SVK
Slovakia,1937,,SVK
Slovakia,1938,,SVK
Slovakia,1939,,SVK
Slovakia,1940,,SVK
Slovakia,1941,,SVK
Slovakia,1942,,SVK
Slovakia,1943,,SVK
Slovakia,1944,,SVK
Slovakia,1945,,SVK
Slovakia,1946,,SVK
Slovakia,1947,,SVK
Slovakia,1948,,SVK
Slovakia,1949,,SVK
Slovakia,1950,,SVK
Slovakia,1951,,SVK
Slovakia,1952,,SVK
Slovakia,1953,,SVK
Slovakia,1954,,SVK
Slovakia,1955,,SVK
Slovakia,1956,,SVK
Slovakia,1957,,SVK
Slovakia,1958,,SVK
Slovakia,1959,,SVK
Slovakia,1960,,SVK
Slovakia,1961,,SVK
Slovakia,1962,,SVK
Slovakia,1963,,SVK
Slovakia,1964,,SVK
Slovakia,1965,,SVK
Slovakia,1966,,SVK
Slovakia,1967,,SVK
Slovakia,1968,,SVK
Slovakia,1969,,SVK
Slovakia,1970,,SVK
Slovakia,1971,,SVK
Slovakia,1972,,SVK
Slovakia,1973,,SVK
Slovakia,1974,,SVK
Slovakia,1975,,SVK
Slovakia,1976,,SVK
Slovakia,1977,,SVK
Slovakia,1978,,SVK
Slovakia,1979,,SVK
Slovakia,1980,,SVK
Slovakia,1981,,SVK
Slovakia,1982,,SVK
Slovakia,1983,,SVK
Slovakia,1984,,SVK
Slovakia,1985,,SVK
Slovakia,1986,,SVK
Slovakia,1987,,SVK
Slovakia,1988,,SVK
Slovakia,1989,,SVK
Slovakia,1990,40854,SVK
Slovakia,1991,34889,SVK
Slovakia,1992,32656,SVK
Slovakia,1993,33277,SVK
Slovakia,1994,35342,SVK
Slovakia,1995,37408,SVK
Slovakia,1996,39707,SVK
Slovakia,1997,41538,SVK
Slovakia,1998,43938,SVK
Slovakia,1999,44016,SVK
Slovakia,2000,44389,SVK
Slovakia,2001,4581,SVK
Slovakia,2002,47677,SVK
Slovakia,2003,49678,SVK
Slovakia,2004,52383,SVK
Slovakia,2005,55788,SVK
Slovakia,2006,6053,SVK
Slovakia,2007,66825,SVK
Slovakia,2008,71102,SVK
Armenia,1820,,ARM
Armenia,1821,,ARM
Armenia,1822,,ARM
Armenia,1823,,ARM
Armenia,1824,,ARM
Armenia,1825,,ARM
Armenia,1826,,ARM
Armenia,1827,,ARM
Armenia,1828,,ARM
Armenia,1829,,ARM
Armenia,1830,,ARM
Armenia,1831,,ARM
Armenia,1832,,ARM
Armenia,1833,,ARM
Armenia,1834,,ARM
Armenia,1835,,ARM
Armenia,1836,,ARM
Armenia,1837,,ARM
Armenia,1838,,ARM
Armenia,1839,,ARM
Armenia,1840,,ARM
Armenia,1841,,ARM
Armenia,1842,,ARM
Armenia,1843,,ARM
Armenia,1844,,ARM
Armenia,1845,,ARM
Armenia,1846,,ARM
Armenia,1847,,ARM
Armenia,1848,,ARM
Armenia,1849,,ARM
Armenia,1850,,ARM
Armenia,1851,,ARM
Armenia,1852,,ARM
Armenia,1853,,ARM
Armenia,1854,,ARM
Armenia,1855,,ARM
Armenia,1856,,ARM
Armenia,1857,,ARM
Armenia,1858,,ARM
Armenia,1859,,ARM
Armenia,1860,,ARM
Armenia,1861,,ARM
Armenia,1862,,ARM
Armenia,1863,,ARM
Armenia,1864,,ARM
Armenia,1865,,ARM
Armenia,1866,,ARM
Armenia,1867,,ARM
Armenia,1868,,ARM
Armenia,1869,,ARM
Armenia,1870,,ARM
Armenia,1871,,ARM
Armenia,1872,,ARM
Armenia,1873,,ARM
Armenia,1874,,ARM
Armenia,1875,,ARM
Armenia,1876,,ARM
Armenia,1877,,ARM
Armenia,1878,,ARM
Armenia,1879,,ARM
Armenia,1880,,ARM
Armenia,1881,,ARM
Armenia,1882,,ARM
Armenia,1883,,ARM
Armenia,1884,,ARM
Armenia,1885,,ARM
Armenia,1886,,ARM
Armenia,1887,,ARM
Armenia,1888,,ARM
Armenia,1889,,ARM
Armenia,1890,,ARM
Armenia,1891,,ARM
Armenia,1892,,ARM
Armenia,1893,,ARM
Armenia,1894,,ARM
Armenia,1895,,ARM
Armenia,1896,,ARM
Armenia,1897,,ARM
Armenia,1898,,ARM
Armenia,1899,,ARM
Armenia,1900,,ARM
Armenia,1901,,ARM
Armenia,1902,,ARM
Armenia,1903,,ARM
Armenia,1904,,ARM
Armenia,1905,,ARM
Armenia,1906,,ARM
Armenia,1907,,ARM
Armenia,1908,,ARM
Armenia,1909,,ARM
Armenia,1910,,ARM
Armenia,1911,,ARM
Armenia,1912,,ARM
Armenia,1913,,ARM
Armenia,1914,,ARM
Armenia,1915,,ARM
Armenia,1916,,ARM
Armenia,1917,,ARM
Armenia,1918,,ARM
Armenia,1919,,ARM
Armenia,1920,,ARM
Armenia,1921,,ARM
Armenia,1922,,ARM
Armenia,1923,,ARM
Armenia,1924,,ARM
Armenia,1925,,ARM
Armenia,1926,,ARM
Armenia,1927,,ARM
Armenia,1928,,ARM
Armenia,1929,,ARM
Armenia,1930,,ARM
Armenia,1931,,ARM
Armenia,1932,,ARM
Armenia,1933,,ARM
Armenia,1934,,ARM
Armenia,1935,,ARM
Armenia,1936,,ARM
Armenia,1937,,ARM
Armenia,1938,,ARM
Armenia,1939,,ARM
Armenia,1940,,ARM
Armenia,1941,,ARM
Armenia,1942,,ARM
Armenia,1943,,ARM
Armenia,1944,,ARM
Armenia,1945,,ARM
Armenia,1946,,ARM
Armenia,1947,,ARM
Armenia,1948,,ARM
Armenia,1949,,ARM
Armenia,1950,,ARM
Armenia,1951,,ARM
Armenia,1952,,ARM
Armenia,1953,,ARM
Armenia,1954,,ARM
Armenia,1955,,ARM
Armenia,1956,,ARM
Armenia,1957,,ARM
Armenia,1958,,ARM
Armenia,1959,,ARM
Armenia,1960,,ARM
Armenia,1961,,ARM
Armenia,1962,,ARM
Armenia,1963,,ARM
Armenia,1964,,ARM
Armenia,1965,,ARM
Armenia,1966,,ARM
Armenia,1967,,ARM
Armenia,1968,,ARM
Armenia,1969,,ARM
Armenia,1970,,ARM
Armenia,1971,,ARM
Armenia,1972,,ARM
Armenia,1973,16691,ARM
Armenia,1974,,ARM
Armenia,1975,,ARM
Armenia,1976,,ARM
Armenia,1977,,ARM
Armenia,1978,,ARM
Armenia,1979,,ARM
Armenia,1980,,ARM
Armenia,1981,,ARM
Armenia,1982,,ARM
Armenia,1983,,ARM
Armenia,1984,,ARM
Armenia,1985,,ARM
Armenia,1986,,ARM
Armenia,1987,,ARM
Armenia,1988,,ARM
Armenia,1989,,ARM
Armenia,1990,20483,ARM
Armenia,1991,18086,ARM
Armenia,1992,10526,ARM
Armenia,1993,96,ARM
Armenia,1994,10118,ARM
Armenia,1995,10817,ARM
Armenia,1996,11455,ARM
Armenia,1997,11833,ARM
Armenia,1998,12697,ARM
Armenia,1999,13116,ARM
Armenia,2000,13889,ARM
Armenia,2001,15223,ARM
Armenia,2002,17521,ARM
Armenia,2003,19957,ARM
Armenia,2004,22052,ARM
Armenia,2005,25117,ARM
Armenia,2006,28433,ARM
Armenia,2007,32328,ARM
Armenia,2008,34526,ARM
Azerbaijan,1820,,AZE
Azerbaijan,1821,,AZE
Azerbaijan,1822,,AZE
Azerbaijan,1823,,AZE
Azerbaijan,1824,,AZE
Azerbaijan,1825,,AZE
Azerbaijan,1826,,AZE
Azerbaijan,1827,,AZE
Azerbaijan,1828,,AZE
Azerbaijan,1829,,AZE
Azerbaijan,1830,,AZE
Azerbaijan,1831,,AZE
Azerbaijan,1832,,AZE
Azerbaijan,1833,,AZE
Azerbaijan,1834,,AZE
Azerbaijan,1835,,AZE
Azerbaijan,1836,,AZE
Azerbaijan,1837,,AZE
Azerbaijan,1838,,AZE
Azerbaijan,1839,,AZE
Azerbaijan,1840,,AZE
Azerbaijan,1841,,AZE
Azerbaijan,1842,,AZE
Azerbaijan,1843,,AZE
Azerbaijan,1844,,AZE
Azerbaijan,1845,,AZE
Azerbaijan,1846,,AZE
Azerbaijan,1847,,AZE
Azerbaijan,1848,,AZE
Azerbaijan,1849,,AZE
Azerbaijan,1850,,AZE
Azerbaijan,1851,,AZE
Azerbaijan,1852,,AZE
Azerbaijan,1853,,AZE
Azerbaijan,1854,,AZE
Azerbaijan,1855,,AZE
Azerbaijan,1856,,AZE
Azerbaijan,1857,,AZE
Azerbaijan,1858,,AZE
Azerbaijan,1859,,AZE
Azerbaijan,1860,,AZE
Azerbaijan,1861,,AZE
Azerbaijan,1862,,AZE
Azerbaijan,1863,,AZE
Azerbaijan,1864,,AZE
Azerbaijan,1865,,AZE
Azerbaijan,1866,,AZE
Azerbaijan,1867,,AZE
Azerbaijan,1868,,AZE
Azerbaijan,1869,,AZE
Azerbaijan,1870,,AZE
Azerbaijan,1871,,AZE
Azerbaijan,1872,,AZE
Azerbaijan,1873,,AZE
Azerbaijan,1874,,AZE
Azerbaijan,1875,,AZE
Azerbaijan,1876,,AZE
Azerbaijan,1877,,AZE
Azerbaijan,1878,,AZE
Azerbaijan,1879,,AZE
Azerbaijan,1880,,AZE
Azerbaijan,1881,,AZE
Azerbaijan,1882,,AZE
Azerbaijan,1883,,AZE
Azerbaijan,1884,,AZE
Azerbaijan,1885,,AZE
Azerbaijan,1886,,AZE
Azerbaijan,1887,,AZE
Azerbaijan,1888,,AZE
Azerbaijan,1889,,AZE
Azerbaijan,1890,,AZE
Azerbaijan,1891,,AZE
Azerbaijan,1892,,AZE
Azerbaijan,1893,,AZE
Azerbaijan,1894,,AZE
Azerbaijan,1895,,AZE
Azerbaijan,1896,,AZE
Azerbaijan,1897,,AZE
Azerbaijan,1898,,AZE
Azerbaijan,1899,,AZE
Azerbaijan,1900,,AZE
Azerbaijan,1901,,AZE
Azerbaijan,1902,,AZE
Azerbaijan,1903,,AZE
Azerbaijan,1904,,AZE
Azerbaijan,1905,,AZE
Azerbaijan,1906,,AZE
Azerbaijan,1907,,AZE
Azerbaijan,1908,,AZE
Azerbaijan,1909,,AZE
Azerbaijan,1910,,AZE
Azerbaijan,1911,,AZE
Azerbaijan,1912,,AZE
Azerbaijan,1913,,AZE
Azerbaijan,1914,,AZE
Azerbaijan,1915,,AZE
Azerbaijan,1916,,AZE
Azerbaijan,1917,,AZE
Azerbaijan,1918,,AZE
Azerbaijan,1919,,AZE
Azerbaijan,1920,,AZE
Azerbaijan,1921,,AZE
Azerbaijan,1922,,AZE
Azerbaijan,1923,,AZE
Azerbaijan,1924,,AZE
Azerbaijan,1925,,AZE
Azerbaijan,1926,,AZE
Azerbaijan,1927,,AZE
Azerbaijan,1928,,AZE
Azerbaijan,1929,,AZE
Azerbaijan,1930,,AZE
Azerbaijan,1931,,AZE
Azerbaijan,1932,,AZE
Azerbaijan,1933,,AZE
Azerbaijan,1934,,AZE
Azerbaijan,1935,,AZE
Azerbaijan,1936,,AZE
Azerbaijan,1937,,AZE
Azerbaijan,1938,,AZE
Azerbaijan,1939,,AZE
Azerbaijan,1940,,AZE
Azerbaijan,1941,,AZE
Azerbaijan,1942,,AZE
Azerbaijan,1943,,AZE
Azerbaijan,1944,,AZE
Azerbaijan,1945,,AZE
Azerbaijan,1946,,AZE
Azerbaijan,1947,,AZE
Azerbaijan,1948,,AZE
Azerbaijan,1949,,AZE
Azerbaijan,1950,,AZE
Azerbaijan,1951,,AZE
Azerbaijan,1952,,AZE
Azerbaijan,1953,,AZE
Azerbaijan,1954,,AZE
Azerbaijan,1955,,AZE
Azerbaijan,1956,,AZE
Azerbaijan,1957,,AZE
Azerbaijan,1958,,AZE
Azerbaijan,1959,,AZE
Azerbaijan,1960,,AZE
Azerbaijan,1961,,AZE
Azerbaijan,1962,,AZE
Azerbaijan,1963,,AZE
Azerbaijan,1964,,AZE
Azerbaijan,1965,,AZE
Azerbaijan,1966,,AZE
Azerbaijan,1967,,AZE
Azerbaijan,1968,,AZE
Azerbaijan,1969,,AZE
Azerbaijan,1970,,AZE
Azerbaijan,1971,,AZE
Azerbaijan,1972,,AZE
Azerbaijan,1973,24378,AZE
Azerbaijan,1974,,AZE
Azerbaijan,1975,,AZE
Azerbaijan,1976,,AZE
Azerbaijan,1977,,AZE
Azerbaijan,1978,,AZE
Azerbaijan,1979,,AZE
Azerbaijan,1980,,AZE
Azerbaijan,1981,,AZE
Azerbaijan,1982,,AZE
Azerbaijan,1983,,AZE
Azerbaijan,1984,,AZE
Azerbaijan,1985,,AZE
Azerbaijan,1986,,AZE
Azerbaijan,1987,,AZE
Azerbaijan,1988,,AZE
Azerbaijan,1989,,AZE
Azerbaijan,1990,33397,AZE
Azerbaijan,1991,33163,AZE
Azerbaijan,1992,25668,AZE
Azerbaijan,1993,19739,AZE
Azerbaijan,1994,1585,AZE
Azerbaijan,1995,1398,AZE
Azerbaijan,1996,14162,AZE
Azerbaijan,1997,14983,AZE
Azerbaijan,1998,16481,AZE
Azerbaijan,1999,17701,AZE
Azerbaijan,2000,19666,AZE
Azerbaijan,2001,21613,AZE
Azerbaijan,2002,23904,AZE
Azerbaijan,2003,26581,AZE
Azerbaijan,2004,29644,AZE
Azerbaijan,2005,36847,AZE
Azerbaijan,2006,48086,AZE
Azerbaijan,2007,59338,AZE
Azerbaijan,2008,66221,AZE
Belarus,1820,,BLR
Belarus,1821,,BLR
Belarus,1822,,BLR
Belarus,1823,,BLR
Belarus,1824,,BLR
Belarus,1825,,BLR
Belarus,1826,,BLR
Belarus,1827,,BLR
Belarus,1828,,BLR
Belarus,1829,,BLR
Belarus,1830,,BLR
Belarus,1831,,BLR
Belarus,1832,,BLR
Belarus,1833,,BLR
Belarus,1834,,BLR
Belarus,1835,,BLR
Belarus,1836,,BLR
Belarus,1837,,BLR
Belarus,1838,,BLR
Belarus,1839,,BLR
Belarus,1840,,BLR
Belarus,1841,,BLR
Belarus,1842,,BLR
Belarus,1843,,BLR
Belarus,1844,,BLR
Belarus,1845,,BLR
Belarus,1846,,BLR
Belarus,1847,,BLR
Belarus,1848,,BLR
Belarus,1849,,BLR
Belarus,1850,,BLR
Belarus,1851,,BLR
Belarus,1852,,BLR
Belarus,1853,,BLR
Belarus,1854,,BLR
Belarus,1855,,BLR
Belarus,1856,,BLR
Belarus,1857,,BLR
Belarus,1858,,BLR
Belarus,1859,,BLR
Belarus,1860,,BLR
Belarus,1861,,BLR
Belarus,1862,,BLR
Belarus,1863,,BLR
Belarus,1864,,BLR
Belarus,1865,,BLR
Belarus,1866,,BLR
Belarus,1867,,BLR
Belarus,1868,,BLR
Belarus,1869,,BLR
Belarus,1870,,BLR
Belarus,1871,,BLR
Belarus,1872,,BLR
Belarus,1873,,BLR
Belarus,1874,,BLR
Belarus,1875,,BLR
Belarus,1876,,BLR
Belarus,1877,,BLR
Belarus,1878,,BLR
Belarus,1879,,BLR
Belarus,1880,,BLR
Belarus,1881,,BLR
Belarus,1882,,BLR
Belarus,1883,,BLR
Belarus,1884,,BLR
Belarus,1885,,BLR
Belarus,1886,,BLR
Belarus,1887,,BLR
Belarus,1888,,BLR
Belarus,1889,,BLR
Belarus,1890,,BLR
Belarus,1891,,BLR
Belarus,1892,,BLR
Belarus,1893,,BLR
Belarus,1894,,BLR
Belarus,1895,,BLR
Belarus,1896,,BLR
Belarus,1897,,BLR
Belarus,1898,,BLR
Belarus,1899,,BLR
Belarus,1900,,BLR
Belarus,1901,,BLR
Belarus,1902,,BLR
Belarus,1903,,BLR
Belarus,1904,,BLR
Belarus,1905,,BLR
Belarus,1906,,BLR
Belarus,1907,,BLR
Belarus,1908,,BLR
Belarus,1909,,BLR
Belarus,1910,,BLR
Belarus,1911,,BLR
Belarus,1912,,BLR
Belarus,1913,,BLR
Belarus,1914,,BLR
Belarus,1915,,BLR
Belarus,1916,,BLR
Belarus,1917,,BLR
Belarus,1918,,BLR
Belarus,1919,,BLR
Belarus,1920,,BLR
Belarus,1921,,BLR
Belarus,1922,,BLR
Belarus,1923,,BLR
Belarus,1924,,BLR
Belarus,1925,,BLR
Belarus,1926,,BLR
Belarus,1927,,BLR
Belarus,1928,,BLR
Belarus,1929,,BLR
Belarus,1930,,BLR
Belarus,1931,,BLR
Belarus,1932,,BLR
Belarus,1933,,BLR
Belarus,1934,,BLR
Belarus,1935,,BLR
Belarus,1936,,BLR
Belarus,1937,,BLR
Belarus,1938,,BLR
Belarus,1939,,BLR
Belarus,1940,,BLR
Belarus,1941,,BLR
Belarus,1942,,BLR
Belarus,1943,,BLR
Belarus,1944,,BLR
Belarus,1945,,BLR
Belarus,1946,,BLR
Belarus,1947,,BLR
Belarus,1948,,BLR
Belarus,1949,,BLR
Belarus,1950,,BLR
Belarus,1951,,BLR
Belarus,1952,,BLR
Belarus,1953,,BLR
Belarus,1954,,BLR
Belarus,1955,,BLR
Belarus,1956,,BLR
Belarus,1957,,BLR
Belarus,1958,,BLR
Belarus,1959,,BLR
Belarus,1960,,BLR
Belarus,1961,,BLR
Belarus,1962,,BLR
Belarus,1963,,BLR
Belarus,1964,,BLR
Belarus,1965,,BLR
Belarus,1966,,BLR
Belarus,1967,,BLR
Belarus,1968,,BLR
Belarus,1969,,BLR
Belarus,1970,,BLR
Belarus,1971,,BLR
Belarus,1972,,BLR
Belarus,1973,48333,BLR
Belarus,1974,,BLR
Belarus,1975,,BLR
Belarus,1976,,BLR
Belarus,1977,,BLR
Belarus,1978,,BLR
Belarus,1979,,BLR
Belarus,1980,,BLR
Belarus,1981,,BLR
Belarus,1982,,BLR
Belarus,1983,,BLR
Belarus,1984,,BLR
Belarus,1985,,BLR
Belarus,1986,,BLR
Belarus,1987,,BLR
Belarus,1988,,BLR
Belarus,1989,,BLR
Belarus,1990,73389,BLR
Belarus,1991,72362,BLR
Belarus,1992,65415,BLR
Belarus,1993,60443,BLR
Belarus,1994,53371,BLR
Belarus,1995,47821,BLR
Belarus,1996,4916,BLR
Belarus,1997,54764,BLR
Belarus,1998,59364,BLR
Belarus,1999,61383,BLR
Belarus,2000,64943,BLR
Belarus,2001,67995,BLR
Belarus,2002,71395,BLR
Belarus,2003,7625,BLR
Belarus,2004,84943,BLR
Belarus,2005,92928,BLR
Belarus,2006,10222,BLR
Belarus,2007,111011,BLR
Belarus,2008,122112,BLR
Estonia,1820,,EST
Estonia,1821,,EST
Estonia,1822,,EST
Estonia,1823,,EST
Estonia,1824,,EST
Estonia,1825,,EST
Estonia,1826,,EST
Estonia,1827,,EST
Estonia,1828,,EST
Estonia,1829,,EST
Estonia,1830,,EST
Estonia,1831,,EST
Estonia,1832,,EST
Estonia,1833,,EST
Estonia,1834,,EST
Estonia,1835,,EST
Estonia,1836,,EST
Estonia,1837,,EST
Estonia,1838,,EST
Estonia,1839,,EST
Estonia,1840,,EST
Estonia,1841,,EST
Estonia,1842,,EST
Estonia,1843,,EST
Estonia,1844,,EST
Estonia,1845,,EST
Estonia,1846,,EST
Estonia,1847,,EST
Estonia,1848,,EST
Estonia,1849,,EST
Estonia,1850,,EST
Estonia,1851,,EST
Estonia,1852,,EST
Estonia,1853,,EST
Estonia,1854,,EST
Estonia,1855,,EST
Estonia,1856,,EST
Estonia,1857,,EST
Estonia,1858,,EST
Estonia,1859,,EST
Estonia,1860,,EST
Estonia,1861,,EST
Estonia,1862,,EST
Estonia,1863,,EST
Estonia,1864,,EST
Estonia,1865,,EST
Estonia,1866,,EST
Estonia,1867,,EST
Estonia,1868,,EST
Estonia,1869,,EST
Estonia,1870,,EST
Estonia,1871,,EST
Estonia,1872,,EST
Estonia,1873,,EST
Estonia,1874,,EST
Estonia,1875,,EST
Estonia,1876,,EST
Estonia,1877,,EST
Estonia,1878,,EST
Estonia,1879,,EST
Estonia,1880,,EST
Estonia,1881,,EST
Estonia,1882,,EST
Estonia,1883,,EST
Estonia,1884,,EST
Estonia,1885,,EST
Estonia,1886,,EST
Estonia,1887,,EST
Estonia,1888,,EST
Estonia,1889,,EST
Estonia,1890,,EST
Estonia,1891,,EST
Estonia,1892,,EST
Estonia,1893,,EST
Estonia,1894,,EST
Estonia,1895,,EST
Estonia,1896,,EST
Estonia,1897,,EST
Estonia,1898,,EST
Estonia,1899,,EST
Estonia,1900,,EST
Estonia,1901,,EST
Estonia,1902,,EST
Estonia,1903,,EST
Estonia,1904,,EST
Estonia,1905,,EST
Estonia,1906,,EST
Estonia,1907,,EST
Estonia,1908,,EST
Estonia,1909,,EST
Estonia,1910,,EST
Estonia,1911,,EST
Estonia,1912,,EST
Estonia,1913,,EST
Estonia,1914,,EST
Estonia,1915,,EST
Estonia,1916,,EST
Estonia,1917,,EST
Estonia,1918,,EST
Estonia,1919,,EST
Estonia,1920,,EST
Estonia,1921,,EST
Estonia,1922,,EST
Estonia,1923,,EST
Estonia,1924,,EST
Estonia,1925,,EST
Estonia,1926,,EST
Estonia,1927,,EST
Estonia,1928,,EST
Estonia,1929,,EST
Estonia,1930,,EST
Estonia,1931,,EST
Estonia,1932,,EST
Estonia,1933,,EST
Estonia,1934,,EST
Estonia,1935,,EST
Estonia,1936,,EST
Estonia,1937,,EST
Estonia,1938,,EST
Estonia,1939,,EST
Estonia,1940,,EST
Estonia,1941,,EST
Estonia,1942,,EST
Estonia,1943,,EST
Estonia,1944,,EST
Estonia,1945,,EST
Estonia,1946,,EST
Estonia,1947,,EST
Estonia,1948,,EST
Estonia,1949,,EST
Estonia,1950,,EST
Estonia,1951,,EST
Estonia,1952,,EST
Estonia,1953,,EST
Estonia,1954,,EST
Estonia,1955,,EST
Estonia,1956,,EST
Estonia,1957,,EST
Estonia,1958,,EST
Estonia,1959,,EST
Estonia,1960,,EST
Estonia,1961,,EST
Estonia,1962,,EST
Estonia,1963,,EST
Estonia,1964,,EST
Estonia,1965,,EST
Estonia,1966,,EST
Estonia,1967,,EST
Estonia,1968,,EST
Estonia,1969,,EST
Estonia,1970,,EST
Estonia,1971,,EST
Estonia,1972,,EST
Estonia,1973,12214,EST
Estonia,1974,,EST
Estonia,1975,,EST
Estonia,1976,,EST
Estonia,1977,,EST
Estonia,1978,,EST
Estonia,1979,,EST
Estonia,1980,,EST
Estonia,1981,,EST
Estonia,1982,,EST
Estonia,1983,,EST
Estonia,1984,,EST
Estonia,1985,,EST
Estonia,1986,,EST
Estonia,1987,,EST
Estonia,1988,,EST
Estonia,1989,,EST
Estonia,1990,1698,EST
Estonia,1991,15282,EST
Estonia,1992,13127,EST
Estonia,1993,12011,EST
Estonia,1994,11819,EST
Estonia,1995,12351,EST
Estonia,1996,12907,EST
Estonia,1997,14262,EST
Estonia,1998,15004,EST
Estonia,1999,14989,EST
Estonia,2000,16158,EST
Estonia,2001,17192,EST
Estonia,2002,1843,EST
Estonia,2003,1937,EST
Estonia,2004,20978,EST
Estonia,2005,2295,EST
Estonia,2006,25245,EST
Estonia,2007,27063,EST
Estonia,2008,26088,EST
Georgia,1820,,GEO
Georgia,1821,,GEO
Georgia,1822,,GEO
Georgia,1823,,GEO
Georgia,1824,,GEO
Georgia,1825,,GEO
Georgia,1826,,GEO
Georgia,1827,,GEO
Georgia,1828,,GEO
Georgia,1829,,GEO
Georgia,1830,,GEO
Georgia,1831,,GEO
Georgia,1832,,GEO
Georgia,1833,,GEO
Georgia,1834,,GEO
Georgia,1835,,GEO
Georgia,1836,,GEO
Georgia,1837,,GEO
Georgia,1838,,GEO
Georgia,1839,,GEO
Georgia,1840,,GEO
Georgia,1841,,GEO
Georgia,1842,,GEO
Georgia,1843,,GEO
Georgia,1844,,GEO
